bin_id,sensor_id,reading_id,timestamp,fill_level_percent,bin_type,location_latitude,location_longitude,address_street,address_city,address_state,address_postal_code,address_country,battery_level_percent,bin_status,overflow_alert,alert_flag,alert_type,truck_available,route_efficiency,travel_time,urban_density_factor,waste_generation_index,bin_capacity_kg,bin_fill_percent,weight_kg,day_of_week,month,is_weekend,gas_level,temperature,rainfall,lag_1,lag_2,rolling_mean_7,next_day_waste_kg,peak_flag
BIN-002,SNSR-1002,READ-00002,2024-06-03 09:21:47+00:00,69.4,recycling,51.5074,-0.1278,456 Piccadilly,London,England,W1J 9HS,UK,61.2,active,False,0,,1,0.885297914889198,41.61529152967897,1.002637093105192,1.0188127789408887,50,10.137420449527156,5.068710224763578,0,6,0,63.04913490804246,25.0,19,3.5462039548903137,47.03916018784498,32.208563084082854,6.8509766762914985,0
BIN-003,SNSR-1003,READ-00003,2024-06-03 11:10:32+00:00,95.1,organic,35.6895,139.6917,789 Shibuya,Tokyo,Tokyo,150-0002,Japan,17.8,maintenance,True,0,,1,0.9043140194467588,41.67648553804473,1.076903884626359,1.0243810729660638,50,13.701953352582995,6.8509766762914985,0,6,0,77.91675293762738,25.0,6,5.068710224763578,3.5462039548903137,27.529194713434038,8.947221621051124,0
BIN-004,SNSR-1004,READ-00004,2024-06-03 13:58:06+00:00,8.6,hazardous,52.52,13.405,23 Alexanderplatz,Berlin,BE,10178,Germany,13.4,out_of_service,False,0,,1,0.8245108790277985,36.78873420373792,0.992517693818864,1.082457940898924,50,17.89444324210225,8.947221621051124,0,6,0,93.19641702650878,25.0,19,6.8509766762914985,5.068710224763578,22.925740213413967,12.195337485926672,0
BIN-005,SNSR-1005,READ-00005,2024-06-03 15:46:51+00:00,46.2,other,-33.8688,151.2093,55 George St,Sydney,NSW,2000,Australia,58.7,active,False,0,,1,0.9083868719818244,14.514488502720416,0.6952429877980445,1.1356548002335969,50,24.390674971853343,12.195337485926672,0,6,0,101.8220212468288,25.0,8,8.947221621051124,6.8509766762914985,18.452495478274283,13.394195723480932,0
BIN-006,SNSR-1006,READ-00006,2024-06-03 17:00:19+00:00,91.4,general,48.8566,2.3522,10 Rue de Rivoli,Paris,IDF,75001,France,21.0,maintenance,True,0,,1,0.7975182385457563,51.7651247794619,1.222452115261505,1.2855112476775208,50,26.78839144696186,13.394195723480932,0,6,0,128.70510727960095,25.0,0,12.195337485926672,8.947221621051124,13.863115124892728,15.69401625792857,0
BIN-007,SNSR-1007,READ-00007,2024-06-03 19:18:05+00:00,33.9,recycling,34.0522,-118.2437,210 Main St,Los Angeles,CA,90012,USA,47.1,active,False,0,,1,0.8090931317527976,26.03900324858679,0.7807723624408558,1.0097802089807173,50,31.38803251585714,15.69401625792857,0,6,0,141.39235747257817,25.0,7,13.394195723480932,12.195337485926672,9.385237420618957,18.26746724894572,0
BIN-008,SNSR-1008,READ-00008,2024-06-03 20:45:12+00:00,57.8,organic,55.7558,37.6173,7 Tverskaya St,Moscow,MOW,101000,Russia,35.4,active,False,0,,1,0.7710164073434198,19.325925519992712,0.5243159664314538,0.8937738837647475,50,36.53493449789144,18.26746724894572,0,6,0,149.7568061421715,25.0,6,15.69401625792857,13.394195723480932,11.488275034055444,18.930043693465716,0
BIN-009,SNSR-1009,READ-00009,2024-06-03 21:59:44+00:00,100.0,hazardous,-22.9068,-43.1729,18 Avenida Atlântica,Rio de Janeiro,RJ,22021-001,Brazil,9.5,out_of_service,True,0,,1,0.610167650697638,12.038757077738197,1.145472295907168,1.1771117168612222,50,37.86008738693143,18.930043693465716,0,6,0,149.30493053140623,25.0,17,18.26746724894572,15.69401625792857,13.46846552958432,21.556450675120747,0
BIN-010,SNSR-1010,READ-00010,2024-06-03 23:07:31+00:00,63.2,other,41.9028,12.4964,99 Via del Corso,Rome,RM,00187,Italy,54.9,active,False,0,,0,0.6431565707973218,39.544647159412094,0.6771106794070489,0.8624993507572445,50,43.11290135024149,21.556450675120747,0,6,0,157.3782730842098,25.0,7,18.930043693465716,18.26746724894572,15.56924752941707,22.653285108026267,0
BIN-011,SNSR-1011,READ-00011,2024-06-04 01:26:45+00:00,17.7,general,37.7749,-122.4194,350 Market St,San Francisco,CA,94103,USA,71.6,active,False,0,,1,0.6125716742746937,43.87821809211412,1.4404585843529143,0.9633828524233816,50,45.306570216052535,22.653285108026267,1,6,0,169.60564401857425,25.0,0,21.556450675120747,18.930043693465716,17.527256598984945,23.380965683474745,0
BIN-012,SNSR-1012,READ-00012,2024-06-04 03:32:19+00:00,78.3,recycling,35.6762,139.6503,2-11-1 Nihonbashi,Chuo,Tokyo,103-0027,Japan,45.7,active,False,0,,1,0.8545641645055122,10.829391446392808,1.4539285770025874,0.7470738288053596,50,46.76193136694949,23.380965683474745,1,6,0,186.2354843710183,25.0,10,22.653285108026267,21.556450675120747,19.12520348434896,27.20206506386141,0
BIN-013,SNSR-1013,READ-00013,2024-06-04 05:17:53+00:00,88.0,organic,48.2082,16.3738,1 Stephansplatz,Vienna,Vienna,1010,Austria,19.2,maintenance,False,0,,0,0.7257423924305306,35.60465291496405,1.4148643902204483,0.7152104460492744,50,54.40413012772282,27.20206506386141,1,6,0,201.51509900947548,25.0,17,23.380965683474745,22.653285108026267,21.097756247260456,31.08177717962237,0
BIN-014,SNSR-1014,READ-00014,2024-06-04 06:48:24+00:00,3.2,hazardous,59.3293,18.0686,12 Drottninggatan,Stockholm,AB,11151,Sweden,12.8,out_of_service,False,1,Overflow Warning,1,0.8034282764658811,21.324788759896897,0.8701587002554444,1.277589048806755,50,62.16355435924474,31.08177717962237,1,6,0,223.0757127254164,25.0,9,27.20206506386141,23.380965683474745,23.296007807502427,34.41116789802999,0
BIN-015,SNSR-1015,READ-00015,2024-06-04 08:35:07+00:00,51.7,other,19.4326,-99.1332,67 Paseo de la Reforma,Mexico City,CDMX,06600,Mexico,56.3,active,False,1,Overflow Warning,1,0.9630265895704372,42.25863952047249,0.5154566165288674,1.2015880723073236,50,68.82233579605997,34.41116789802999,1,6,0,250.4785940403784,25.0,2,31.08177717962237,27.20206506386141,25.602250757371603,35.97731609013678,0
BIN-016,SNSR-1016,READ-00016,2024-06-04 10:29:41+00:00,96.6,general,39.9042,116.4074,8 Tiananmen Sq,Beijing,Beijing,100006,China,13.7,maintenance,True,0,,1,0.69971689165955,18.71832145024957,1.4283185625877253,1.1175845236562187,50,71.95463218027356,35.97731609013678,1,6,0,265.1293897642769,25.0,6,34.41116789802999,31.08177717962237,28.037575385467477,36.819168489159125,0
BIN-017,SNSR-1017,READ-00017,2024-06-04 11:42:16+00:00,58.8,recycling,43.6532,-79.3832,33 Queen St W,Toronto,ON,M5H 2N2,Canada,49.8,active,False,0,,1,0.7641531692142519,44.546886905123294,0.9281841483173144,0.945371766648562,50,73.63833697831825,36.819168489159125,1,6,0,262.971945895405,25.0,15,35.97731609013678,34.41116789802999,30.217963644615818,39.71398408195167,0
BIN-018,SNSR-1018,READ-00018,2024-06-04 13:13:52+00:00,13.5,organic,28.6139,77.209,14 Connaught Place,Delhi,DL,110001,India,76.1,active,False,0,,0,0.9022204554172196,29.33676731502687,1.4666548190436697,0.8039765920425075,50,79.42796816390334,39.71398408195167,1,6,0,280.8000076586154,25.0,15,36.819168489159125,35.97731609013678,32.65520635517659,41.75451781004028,0
BIN-019,SNSR-1019,READ-00019,2024-06-04 15:22:49+00:00,73.0,hazardous,35.2271,-80.8431,77 S Tryon St,Charlotte,NC,28202,USA,38.9,active,False,0,,1,0.6915192661966489,56.836499436836725,1.4636199770892528,0.7938622256026516,50,83.50903562008055,41.75451781004028,1,6,0,301.50200392863985,25.0,19,39.71398408195167,36.819168489159125,35.27999951611452,42.681651631997,1
BIN-020,SNSR-1020,READ-00020,2024-06-04 17:04:31+00:00,84.5,other,50.1109,8.6821,88 Zeil,Frankfurt,HE,60313,Germany,28.6,active,False,0,,1,0.6307919639315172,16.876047207299663,1.35300945546736,0.8501457388987572,50,85.363303263994,42.681651631997,1,6,0,297.49433614362067,25.0,16,41.75451781004028,39.71398408195167,37.49136902584818,44.91477081738645,1
BIN-021,SNSR-1021,READ-00021,2024-06-04 18:16:55+00:00,99.9,general,41.3851,2.1734,11 La Rambla,Barcelona,CT,08002,Spain,11.2,out_of_service,True,0,,1,0.7159005811655073,27.05331755251293,0.7944488920695857,1.0295359988236723,50,89.8295416347729,44.91477081738645,1,6,0,307.01431653276205,25.0,1,42.681651631997,41.75451781004028,39.467510974100186,45.53513064128971,1
BIN-022,SNSR-1022,READ-00022,2024-06-04 19:37:10+00:00,29.4,recycling,37.9838,23.7275,4 Syntagma Sq,Athens,Attica,10557,Greece,64.3,active,False,0,,1,0.6644885149016018,15.673676062029454,0.8850977286019253,1.1287575536200374,50,91.07026128257942,45.53513064128971,1,6,0,318.5957878699301,25.0,0,44.91477081738645,42.681651631997,41.05664850885158,4.440849862000126,1
BIN-023,SNSR-1023,READ-00023,2024-06-04 21:11:03+00:00,60.2,organic,-1.2921,36.8219,25 Kenyatta Ave,Nairobi,Nairobi,00100,Kenya,52.0,active,False,0,,0,0.9718790609370292,56.23468091392814,1.351136671516857,1.0961184260306387,50,8.881699724000253,4.440849862000126,1,6,0,64.59205771046032,25.0,15,45.53513064128971,44.91477081738645,36.55143904768919,7.259677857239064,0
BIN-024,SNSR-1024,READ-00024,2024-06-04 22:53:38+00:00,89.3,hazardous,40.4168,-3.7038,60 Gran Via,Madrid,MD,28013,Spain,19.7,maintenance,False,1,Overflow Warning,1,0.9232481518257668,53.86696766904905,0.8169220051562777,0.8679603381675657,50,14.519355714478127,7.259677857239064,1,6,0,80.6154613503723,25.0,11,4.440849862000126,45.53513064128971,32.32865467170062,8.850666623552002,0
BIN-025,SNSR-1025,READ-00025,2024-06-05 00:08:55+00:00,4.8,other,55.9533,-3.1883,7 Princes St,Edinburgh,Scotland,EH2 2QP,UK,77.3,active,False,0,,1,0.8533615026041694,22.89708138575778,0.6694927466860925,1.2729191683979164,50,17.701333247104003,8.850666623552002,2,6,0,103.29386870242844,25.0,4,7.259677857239064,4.440849862000126,27.919609320500665,11.17090469767434,0
BIN-026,SNSR-1026,READ-00026,2024-06-05 01:25:15+00:00,92.2,general,37.5665,126.978,5 Namdaemunno,Seoul,Seoul,04531,South Korea,16.8,maintenance,True,0,,1,0.9485842360750872,42.99920230170896,1.0568012624583505,1.1427381500174612,50,22.34180939534868,11.17090469767434,2,6,0,104.68980681944107,25.0,4,8.850666623552002,7.259677857239064,23.550521733019814,13.584390675375818,0
BIN-027,SNSR-1027,READ-00027,2024-06-05 02:37:44+00:00,70.7,recycling,25.276987,55.296249,32 Sheikh Zayed Rd,Dubai,Dubai,00000,UAE,39.5,active,False,0,,1,0.9214688307596458,50.86111001006079,1.436154774160781,1.0326124315068403,50,27.16878135075164,13.584390675375818,2,6,0,100.26493567174715,25.0,8,11.17090469767434,8.850666623552002,19.39377016778821,14.731381269715165,0
BIN-028,SNSR-1028,READ-00028,2024-06-05 03:50:22+00:00,15.4,organic,1.3521,103.8198,19 Orchard Rd,Singapore,Singapore,238858,Singapore,68.2,active,False,0,,1,0.6746280235544143,37.76004057997312,1.196029796674973,1.0670324477406117,50,29.46276253943033,14.731381269715165,2,6,0,131.1524311694011,25.0,8,13.584390675375818,11.17090469767434,15.081857375263748,18.62492746689112,0
BIN-029,SNSR-1029,READ-00029,2024-06-05 05:01:13+00:00,77.1,hazardous,-34.6037,-58.3816,22 Avenida Corrientes,Buenos Aires,CABA,C1042,Argentina,22.9,active,False,0,,1,0.9570235993959912,36.48252891780032,1.070061170089365,0.951760037456674,50,37.24985493378224,18.62492746689112,2,6,0,148.58543318870437,25.0,2,14.731381269715165,13.584390675375818,11.237542636063948,21.83789234865502,0
BIN-030,SNSR-1030,READ-00030,2024-06-05 06:19:58+00:00,42.3,other,13.7563,100.5018,45 Sukhumvit Rd,Bangkok,Bangkok,10110,Thailand,53.8,active,False,0,,1,0.8157368967662603,22.092614545022585,0.5971764937707685,0.8486385937006944,50,43.67578469731004,21.83789234865502,2,6,0,168.7142592401706,25.0,18,18.62492746689112,14.731381269715165,13.72283441987179,25.62613864412968,0
BIN-031,SNSR-1031,READ-00031,2024-06-05 07:33:24+00:00,99.2,general,64.1265,-21.8174,2 Laugavegur,Reykjavik,Capital Region,101,Iceland,8.1,out_of_service,True,1,Overflow Warning,1,0.922976062065625,14.655138390294962,1.1150072266991695,0.9135836071907568,50,51.25227728825936,25.62613864412968,2,6,0,197.38032247704615,25.0,15,21.83789234865502,18.62492746689112,16.346614532284736,29.258034370626454,0
BIN-032,SNSR-1032,READ-00032,2024-06-05 08:45:16+00:00,23.5,recycling,40.4168,-3.7038,17 Calle de Alcalá,Madrid,MD,28014,Spain,41.2,active,False,0,,1,0.9584365199693972,54.860787897666334,1.4900538501042633,1.1547076662786215,50,58.51606874125291,29.258034370626454,2,6,0,214.2197189569502,25.0,15,25.62613864412968,21.83789234865502,19.2619527818668,31.850684296465253,0
BIN-033,SNSR-1033,READ-00033,2024-06-05 09:59:37+00:00,63.0,organic,31.2304,121.4737,99 Nanjing Rd,Shanghai,Shanghai,200001,China,38.7,active,False,1,Overflow Warning,1,0.7272013899887455,55.02090285816652,0.640084015236524,0.7086360931778535,50,63.70136859293051,31.850684296465253,2,6,0,232.82361641954955,25.0,2,29.258034370626454,25.62613864412968,22.2162070102655,35.57724411904616,0
BIN-034,SNSR-1034,READ-00034,2024-06-05 11:14:51+00:00,7.2,hazardous,45.4642,9.19,3 Via Torino,Milan,MI,20123,Italy,17.6,out_of_service,False,0,,1,0.6440207698110707,41.65507286366339,1.0183296523637368,0.7696435843041497,50,71.15448823809233,35.57724411904616,2,6,0,237.28494524871115,25.0,19,31.850684296465253,29.258034370626454,25.358043216504125,36.386967876227885,0
BIN-035,SNSR-1035,READ-00035,2024-06-05 12:28:34+00:00,55.5,other,52.3676,4.9041,21 Damrak,Amsterdam,NH,1012,Netherlands,62.4,active,False,0,,1,0.6911740650167767,26.951489552435035,1.3773730719279556,0.7276015852130516,50,72.77393575245577,36.386967876227885,2,6,0,250.7773527896292,25.0,0,35.57724411904616,31.850684296465253,28.451698446005945,37.57290789469489,0
BIN-036,SNSR-1036,READ-00036,2024-06-05 13:41:09+00:00,97.7,general,60.1699,24.9384,6 Mannerheimintie,Helsinki,Uusimaa,00100,Finland,13.1,maintenance,True,1,Overflow Warning,1,0.7708431154505025,27.46047873063305,1.2407686177542043,0.7244372813913821,50,75.14581578938979,37.57290789469489,2,6,0,276.6691172774437,25.0,19,36.386967876227885,35.57724411904616,31.158552792835053,38.23120340588178,0
BIN-037,SNSR-1037,READ-00037,2024-06-05 15:02:23+00:00,59.6,recycling,41.0082,28.9784,5 Sultanahmet,Istanbul,Istanbul,34122,Turkey,49.0,active,False,0,,0,0.9272059063689972,46.297783943511966,1.197015740995268,1.2132763504066042,50,76.46240681176356,38.23120340588178,2,6,0,269.23881399919753,25.0,10,37.57290789469489,36.386967876227885,33.500454372438874,39.869859563553206,0
BIN-038,SNSR-1038,READ-00038,2024-06-05 16:15:54+00:00,24.8,organic,38.7223,-9.1393,10 Praça do Comércio,Lisbon,Lisboa,1100-148,Portugal,57.7,active,False,0,,1,0.9442922333025374,54.85551299762886,1.2024840839871094,1.122194715628014,50,79.73971912710641,39.869859563553206,2,6,0,265.8311204053974,25.0,16,38.23120340588178,37.57290789469489,35.53527164664224,41.7302300774664,0
BIN-039,SNSR-1039,READ-00039,2024-06-05 17:29:08+00:00,91.7,hazardous,35.6895,139.6917,4-2-8 Shinjuku,Tokyo,Tokyo,160-0022,Japan,18.4,maintenance,True,0,,0,0.6027808522124762,54.354321213255865,0.8594911512197552,0.9845042974523952,50,83.46046015493279,41.7302300774664,2,6,0,281.8011257893131,25.0,7,39.869859563553206,38.23120340588178,37.31701389047651,43.17995168867503,1
BIN-040,SNSR-1040,READ-00040,2024-06-05 18:43:52+00:00,48.5,other,25.0343,121.5645,9 Zhongxiao Rd,Taipei,Taipei,100,Taiwan,68.1,active,False,0,,1,0.8042989210310263,48.99377729288119,0.7935918442644934,0.7587004963906009,50,86.35990337735007,43.17995168867503,2,6,0,291.1390206968247,25.0,3,41.7302300774664,39.869859563553206,38.93548066079219,46.580532970706784,1
BIN-042,SNSR-1042,READ-00042,2024-06-05 21:14:09+00:00,65.9,recycling,-23.5505,-46.6333,80 Avenida Paulista,Sao Paulo,SP,01310-100,Brazil,36.7,active,False,0,,1,0.6888431241882921,14.20699824975244,1.3101133946791808,0.9840830624683394,50,9.214017645310712,4.607008822655356,2,6,0,64.18117869154803,25.0,7,46.580532970706784,43.17995168867503,35.96738491766192,7.006445113709225,0
BIN-043,SNSR-1043,READ-00043,2024-06-05 22:29:28+00:00,19.2,organic,44.4268,26.1025,5 Bulevardul Unirii,Bucharest,Bucharest,030167,Romania,59.3,active,False,0,,1,0.6479461469334731,18.081435704730687,1.3670723185801037,0.8039211219460091,50,14.01289022741845,7.006445113709225,2,6,0,76.76521226276353,25.0,19,4.607008822655356,46.580532970706784,31.600747377521117,7.999679901120895,0
BIN-044,SNSR-1044,READ-00044,2024-06-06 00:01:12+00:00,56.4,hazardous,56.9496,24.1052,8 Brivibas St,Riga,LV,LV-1010,Latvia,25.7,active,False,0,,1,0.7350460685614512,54.92770942635397,1.4132405525564713,0.9603109895427838,50,15.99935980224179,7.999679901120895,3,6,0,88.0295778421766,25.0,2,7.006445113709225,4.607008822655356,27.281958305412413,11.307369333760033,0
BIN-045,SNSR-1045,READ-00045,2024-06-06 01:14:57+00:00,93.8,other,35.8617,104.1954,17 Renmin Rd,Lanzhou,Gansu,730000,China,17.2,maintenance,True,0,,1,0.9771638815650076,40.32145298297949,1.0113423988609378,0.939102840638424,50,22.614738667520065,11.307369333760033,3,6,0,111.6662487980284,25.0,15,7.999679901120895,7.006445113709225,23.2016025582991,12.06829658663923,0
BIN-046,SNSR-1046,READ-00046,2024-06-06 02:27:41+00:00,10.1,general,40.4406,-79.9959,41 Forbes Ave,Pittsburgh,PA,15222,USA,82.0,active,False,0,,1,0.7292811728083021,10.459852580831482,1.0015162946871996,1.0695100588313298,50,24.13659317327846,12.06829658663923,3,6,0,110.33755036192426,25.0,2,11.307369333760033,7.999679901120895,18.964183488180936,16.02240086474104,0
BIN-047,SNSR-1047,READ-00047,2024-06-06 03:43:12+00:00,54.2,recycling,46.2044,6.1432,34 Rue du Rhône,Geneva,GE,1204,Switzerland,44.5,active,False,0,,1,0.8075162486973464,15.073577143301604,1.2982951789667752,1.0810561905205862,50,32.04480172948208,16.02240086474104,3,6,0,131.53673152753905,25.0,17,12.06829658663923,11.307369333760033,15.08453337047608,19.225257557279345,0
BIN-048,SNSR-1048,READ-00048,2024-06-06 04:58:56+00:00,79.3,organic,59.9139,10.7522,11 Karl Johans gate,Oslo,Oslo,0154,Norway,37.6,active,False,0,,1,0.881207583558071,43.17508845540279,1.1499639307777652,0.7271824058632267,50,38.45051511455869,19.225257557279345,3,6,0,151.979559580957,25.0,13,16.02240086474104,12.06829658663923,11.17663688284359,20.420762442648947,0
BIN-049,SNSR-1049,READ-00049,2024-06-06 06:14:41+00:00,100.0,hazardous,-75.25,-0.0715,Research Base,Antarctica,Ross,00001,Antarctica,7.9,out_of_service,True,0,,0,0.7454518409517176,10.253079192310937,1.2019668772577037,0.9247675687758828,50,40.84152488529789,20.420762442648947,3,6,0,165.24314236938682,25.0,17,19.225257557279345,16.02240086474104,13.435744542842672,20.940089852581558,0
BIN-207,SNSR-8041,READ-30007,2024-06-01 12:05:00+00:00,47.7,recycling,1.3521,103.8198,Orchard Rd,Singapore,SG,238897,Singapore,82.9,active,False,0,,0,0.9085081386743784,40.47821669899484,0.8253996981592677,0.979358810879476,50,36.47016753382918,20.665033773225257,5,6,1,145.91509235591374,24.995437171009705,1,18.38772004215526,17.34173922097855,14.60939944520206,22.622629194956232,0
BIN-208,SNSR-8045,READ-30008,2024-06-01 13:19:00+00:00,85.1,organic,41.9028,12.4964,Via del Corso,Rome,RM,00186,Italy,49.3,active,False,0,,1,0.6296178606936361,35.13395116144308,1.2464914051180245,1.025586780824546,50,45.165986105833234,24.610287687227533,5,6,1,184.88781305421472,24.317657398879845,5,19.09101268474396,18.38772004215526,16.868219270772126,25.22653173605746,0
BIN-209,SNSR-8051,READ-30009,2024-06-01 14:45:00+00:00,0.0,other,34.0522,-118.2437,Sunset Blvd,Los Angeles,CA,90028,USA,8.2,out_of_service,False,0,,1,0.7433862914177091,12.573937562499466,1.1496328990472149,0.8719247512769707,50,49.3837379884148,26.328283333377527,5,6,1,192.13396914669667,24.951804514464186,10,22.622629194956232,19.09101268474396,18.95223944900884,28.20478575834362,0
BIN-210,SNSR-8054,READ-30010,2024-06-01 15:03:00+00:00,75.3,hazardous,52.3676,4.9041,Damrak,Amsterdam,NH,1012,Netherlands,38.7,active,False,0,,1,0.6463476238100518,23.93232321183057,1.349223410494178,1.0544999563414064,50,52.83257850672626,26.773039865401486,5,6,1,205.40315863775373,26.271138225980916,15,25.22653173605746,22.622629194956232,21.02429894523787,28.776831488378928,0
BIN-211,SNSR-8057,READ-30011,2024-06-01 16:22:00+00:00,36.6,general,40.7128,-74.006,Broadway,New York,NY,10007,USA,57.1,active,False,0,,0,0.9452413703502374,55.41329429833269,1.1576128923003433,0.7183001499634296,50,58.26827206063113,27.650062351383035,5,6,1,219.6665558576174,25.77086310146404,15,28.20478575834362,25.22653173605746,22.807321446516283,32.67151597094591,0
